Package,Test Type,Samples,Source Facility,Hub,Final Destination,Region,Picked By,Event Source,Event Destination,Event Date,Event By,Event Status,Date Picked From Facilty,Date Delivered,Date Received At Final Destination
L2403171227,VL PLASMA,4,Kyampisi H/C III,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 15:00,22/11/2024 15:12,\N
L2403171226,EID HIV,1,Kyampisi H/C III,Mukono General Hospital,UNHLS,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 15:00,\N,\N
L2403171228,Monkey Pox,1,Kyampisi H/C III,Mukono General Hospital,UNHLS,\N,GODFREY KASOMA,Mukono General Hospital,UNHLS,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 15:01,\N,\N
L2403171231,VL PLASMA,1,Mukono C.O.U Hospital,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 15:02,22/11/2024 15:12,26/11/2024 14:11
L2403171230,EID HIV,3,Mukono C.O.U Hospital,Mukono General Hospital,UNHLS,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 15:03,\N,\N
L2403171229,VL DBS,1,Mukono C.O.U Hospital,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 15:05,22/11/2024 15:12,\N
L2403171225,VL DBS,10,Mukono C.O.U Hospital,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 15:06,22/11/2024 15:12,\N
"L,8#'$+",EID HIV,1,Ttakajunge  H/C II,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 15:06,22/11/2024 15:12,\N
L2403157634,EID HIV,1,St Ambrose Charity H/C III,Kagadi  Hospital,Kagadi  Hospital,Busoga,BUBOSOBOZI DIDAS,St Ambrose Charity H/C III,Kagadi  Hospital,22/11/2024 15:13,BUBOSOBOZI DIDAS,Picked,22/11/2024 15:13,\N,\N
L2403037793,VL PLASMA,1,Minakulu H/C III (Oyam),Aber Hospital,UNHLS,Bukedi,OPIO WALTER,Minakulu H/C III (Oyam),UNHLS,22/11/2024 15:14,OPIO WALTER,Picked,22/11/2024 15:14,\N,26/11/2024 11:11
L2403037792,Sickle Cell (SCD),1,Minakulu H/C III (Oyam),Aber Hospital,UNHLS,Bukedi,OPIO WALTER,Minakulu H/C III (Oyam),UNHLS,22/11/2024 15:14,OPIO WALTER,Picked,22/11/2024 15:14,30/11/2024 01:55,\N
L2310057068,VL DBS,1,Katum H/C II,Madi Opei H/C IV ,UNHLS,Ankole,Onek Gevidence,Katum H/C II,UNHLS,22/11/2024 15:15,Onek Gevidence,Picked,22/11/2024 15:15,\N,25/11/2024 12:11
L2310057127,VL DBS,1,Lokung H/C III,Madi Opei H/C IV ,UNHLS,Ankole,Onek Gevidence,Madi Opei H/C IV ,UNHLS,22/11/2024 15:15,Lwanga Boney,Picked,20/11/2024 18:44,23/11/2024 21:00,25/11/2024 12:11
L2403071491,Genexpert,1,Ndangaro,Rugazi H/C IV,Rugazi H/C IV,Teso,Ariyo Simon,Ndangaro,Rugazi H/C IV,22/11/2024 15:15,Ariyo Simon,Picked,22/11/2024 15:15,26/11/2024 15:49,\N
L2310056754,EID HIV,1,Lokung H/C III,Madi Opei H/C IV ,UNHLS,Ankole,Onek Gevidence,Madi Opei H/C IV ,UNHLS,22/11/2024 15:15,Lwanga Boney,Picked,20/11/2024 18:44,23/11/2024 21:00,\N
L2403024994,VL PLASMA,1,Uganda Cares (Soroti),Soroti R R Hospital,UNHLS,Bunyoro,Emmanuel Okeju,UNHLS,UNHLS,22/11/2024 15:16,\N,Received,21/11/2024 19:40,22/11/2024 07:12,22/11/2024 15:11
L2403165922,Sickle Cell (SCD),48,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165924,VL DBS,2,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165925,EID HIV,1,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 13:11
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165923,VL PLASMA,1,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Tito Lutwa,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:06,\N,24/11/2024 22:11
L2403165917,EID HIV,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165929,EQA - Responses,2,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,UVRI,22/11/2024 15:17,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403176976,EQA - Responses,2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Kumi Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Picked,22/11/2024 15:18,\N,\N
L2403176978,Sickle Cell (SCD),2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Kumi Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Picked,22/11/2024 15:18,27/11/2024 05:17,\N
L2403176957,VL DBS,1,Kumi H/C IV,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,19/11/2024 14:23,27/11/2024 05:17,27/11/2024 08:11
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:18,Malinga Charles,Delivered,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176861,Genexpert,1,Omatenga H/C II,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,19/11/2024 14:23,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 10:58,\N,\N
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176962,EQA - Responses,4,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 10:58,\N,\N
L2403176963,VL DBS,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 10:59,27/11/2024 05:17,27/11/2024 11:11
L2403176966,EID HIV,1,Kanyum H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 12:35,27/11/2024 05:17,\N
L2403176967,Genexpert,2,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 12:35,\N,\N
L2403176965,VL DBS,1,Kanyum H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 12:35,27/11/2024 05:17,28/11/2024 14:11
L2403176968,EID HIV,2,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 12:35,27/11/2024 05:17,\N
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 12:35,\N,\N
L2403176969,VL DBS,1,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 12:35,27/11/2024 05:17,27/11/2024 10:11
L2403176971,Genexpert,22,Kumi H/C IV,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 12:40,\N,\N
L2403176975,Genexpert,4,Ongino H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 15:11,\N,\N
L2403176972,Genexpert,3,Omatenga H/C II,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 15:11,\N,\N
L2403176974,VL DBS,1,Ongino H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 15:11,27/11/2024 05:17,27/11/2024 14:11
L2403176973,EID HIV,1,Ongino H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 15:11,27/11/2024 05:17,\N
L2403176976,EQA - Responses,2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 15:18,\N,\N
L2403176978,Sickle Cell (SCD),2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Delivered,22/11/2024 15:18,27/11/2024 05:17,\N
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Kumi Hospital,UNHLS,22/11/2024 15:18,Malinga Charles,Picked,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:19,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403108126,Genexpert,15,Nyakishenyi H/C III,Nyakibale Hospital,Kisiizi Hospital C.O.U (Rukungiri),Rwenzori,Arnest Ansiimire,Nyakishenyi H/C III,Kisiizi Hospital C.O.U (Rukungiri),22/11/2024 15:19,Arnest Ansiimire,Picked,22/11/2024 15:19,\N,\N
L2403153204,VL PLASMA,1,Kiruddu Hospital,UNHLS,UNHLS,Mubende ,Mwanje Muhammed,Kiruddu Hospital,UNHLS,22/11/2024 15:19,Mwanje Muhammed,Picked,22/11/2024 15:19,22/11/2024 17:44,22/11/2024 19:11
L2403153205,Hep B,13,Kiruddu Hospital,UNHLS,UNHLS,Mubende ,Mwanje Muhammed,Kiruddu Hospital,UNHLS,22/11/2024 15:19,Mwanje Muhammed,Picked,22/11/2024 15:19,22/11/2024 17:45,\N
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:19,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:19,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:20,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:20,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:20,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176962,EQA - Responses,4,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:20,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176962,EQA - Responses,4,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176978,Sickle Cell (SCD),2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 15:18,27/11/2024 05:17,\N
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:20,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176962,EQA - Responses,4,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176978,Sickle Cell (SCD),2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 15:18,27/11/2024 05:17,\N
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:20,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:21,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176962,EQA - Responses,4,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176978,Sickle Cell (SCD),2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 15:18,27/11/2024 05:17,\N
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:21,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176962,EQA - Responses,4,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176978,Sickle Cell (SCD),2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 15:18,27/11/2024 05:17,\N
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176976,EQA - Responses,2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:21,Aegel Evaline,Received,22/11/2024 15:18,\N,\N
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:22,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176962,EQA - Responses,4,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176978,Sickle Cell (SCD),2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:18,27/11/2024 05:17,\N
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176976,EQA - Responses,2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:18,\N,\N
L2403176974,VL DBS,1,Ongino H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:11,27/11/2024 05:17,27/11/2024 14:11
L2403176964,Hep B,1,Mukongoro H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 10:59,27/11/2024 05:18,\N
L2403176859,EID HIV,5,Kumi H/C IV,Atutur Hospital,Atutur Hospital,Bunyoro,Malinga Charles,Atutur Hospital,Atutur Hospital,22/11/2024 15:22,Aegel Evaline,Received,19/11/2024 14:23,22/11/2024 15:18,22/11/2024 15:26
L2403176970,CD4/CD8,5,Nyero H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 12:35,\N,\N
L2403176961,CD4/CD8,1,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176962,EQA - Responses,4,Kamacha H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 10:58,\N,\N
L2403176978,Sickle Cell (SCD),2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:18,27/11/2024 05:17,\N
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176977,VL PLASMA,1,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:18,\N,27/11/2024 22:11
L2403176976,EQA - Responses,2,Kumi Hospital,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Atutur Hospital,UNHLS,22/11/2024 15:22,Aegel Evaline,Received,22/11/2024 15:18,\N,\N
